movieId,title,avgVote,releaseYear,genres,plot
644,A.I. Artificial Intelligence,6.400000,2001,Adventure:Drama:Science Fiction,"In a future where advanced robots possess human-like emotions, a young artificial boy embarks on a quest to become ""real"" in the hope of winning the love of his surrogate mother, challenging the boundaries of humanity and technology."
646,Dr. No,6.400000,1962,Action:Adventure:Thriller,"In a high-stakes adventure, a British secret agent is dispatched to a mysterious island to confront an enigmatic criminal mastermind whose sinister plans threaten global security."
647,Final Fantasy VII: Advent Children,6.500000,2005,Action:Adventure:Animation:Fantasy,"In a post-apocalyptic world, a group of heroes must unite to combat a new threat that seeks to plunge their already troubled realm into darkness, challenging their bonds and testing their resolve."
649,Belle de Jour,6.300000,1967,Drama:Romance:Indie,"A privileged housewife embarks on a double life as a part-time prostitute in a Parisian brothel, exploring her desires and challenging societal norms in the process."
650,Boyz n the Hood,7.300000,1991,Crime:Drama,"In a gritty Los Angeles neighborhood, a group of friends navigates the challenges of adolescence, friendship, and the harsh realities of life in a crime-infested environment as they strive to escape the cycle of violence and forge their own destinies."
651,MASH,7.400000,1970,Comedy:Drama:War,"Set during the Korean War, a group of unconventional surgeons at a mobile army surgical hospital navigate the absurdities of war with humor and camaraderie, showcasing both the comedic and dramatic challenges of their surgical duties and personal lives."
652,Troy,6.600000,2004,Adventure:Drama:War,"In a tale of love, betrayal, and honor, a fiercely determined warrior leads his people into battle against a powerful adversary, sparking legendary confrontations that will define their destinies amidst the backdrop of the Trojan War."
653,Nosferatu,6.700000,1922,Fantasy:Horror,"In this silent classic, a sinister and mysterious vampire preys upon a young couple while spreading fear and despair throughout a quaint town, revealing the dark power of the supernatural."
654,On the Waterfront,8.200000,1954,Crime:Drama:Suspense,"In the gritty streets of a 1950s harbor town, a disgraced longshoreman must confront his ethical dilemmas while battling corrupt union bosses and seeking redemption through love and courage."
655,"Paris, Texas",7.800000,1984,Drama,A troubled man embarks on a poignant journey through the Texan landscape to reconnect with his estranged son and seek reconciliation with his haunting past.
657,From Russia With Love,6.500000,1963,Action:Adventure:Thriller,"In a high-stakes game of espionage, a resourceful British agent embarks on a dangerous mission to retrieve a powerful decoding device from the clutches of a relentless Soviet organization, navigating treachery and deception along the way."
658,Goldfinger,6.700000,1964,Action:Adventure:Thriller,"In a high-stakes game of espionage, a cunning British secret agent must thwart a wealthy gold magnate's devious plan to contaminate Fort Knox's gold supply while navigating glamorous locales and deadly traps."
660,Thunderball,6.300000,1965,Action:Adventure:Thriller,"In a high-stakes battle against time, a secret agent races to recover stolen nuclear warheads from a nefarious organization while navigating a web of deception and underwater intrigue."
662,La Jetée,7.900000,1962,Science Fiction:Romance,"In a post-apocalyptic world devastated by war, a man becomes obsessed with a single photograph of a beautiful woman from his past, leading him on a haunting journey through time in a desperate search for love and redemption."
663,Saw IV,5.600000,2007,Crime:Horror:Thriller,"As the twisted game continues, a new set of unsuspecting victims finds themselves ensnared in a deadly web of psychological traps, forcing them to confront their darkest secrets while a determined detective races against time to uncover the truth behind the infamous Jigsaw killer."
664,Twister,5.800000,1996,Action:Adventure:Disaster:Drama,"Amidst a series of devastating tornadoes, a team of storm chasers races against time and nature to enhance their understanding of these deadly storms while confronting personal turmoil and the relentless forces of nature."
665,Ben-Hur,6.800000,1959,Action:Adventure:Drama:History,"A Jewish prince in ancient Jerusalem seeks vengeance against the Roman Empire after being betrayed by his childhood friend, leading to a dramatic journey of redemption and faith."
666,Central Station,7.800000,1998,Drama,"In the bustling heart of a city, a lonely former schoolteacher forms an unlikely bond with a young boy who has been abandoned, leading them on a poignant journey of self-discovery and redemption amidst the stark realities of life."
667,You Only Live Twice,6.100000,1967,Action:Adventure:Thriller,"In a high-stakes mission set against the backdrop of a breathtaking Japanese landscape, a suave secret agent must fake his own death to infiltrate a criminal organization and prevent an impending global disaster."
668,On Her Majesty's Secret Service,6.200000,1969,Action:Adventure:Thriller,"In a thrilling race against time, a determined British agent infiltrates a hidden mountaintop lair to stop a diabolical criminal mastermind from unleashing a deadly plague on the world, all while navigating the complexities of love and betrayal."
670,Oldboy,7.600000,2003,Action:Drama:Mystery:Thriller,"After being inexplicably imprisoned for 15 years, a man is suddenly released and sets out on a twisted journey of revenge, uncovering dark secrets and confronting his past in a race against time."
671,Harry Potter and the Philosopher's Stone,6.800000,2001,Adventure:Fantasy:Family,"A young boy discovers he is a wizard and attends a magical school, where he embarks on adventures, makes lifelong friends, and confronts dark forces seeking a powerful artifact."
672,Harry Potter and the Chamber of Secrets,6.700000,2002,Adventure:Fantasy:Family,"In this magical adventure, a young wizard returns to Hogwarts to uncover the sinister mystery behind a hidden chamber that threatens the lives of his classmates and the very fabric of the wizarding world."
673,Harry Potter and the Prisoner of Azkaban,6.900000,2004,Adventure:Fantasy:Family,"In a thrilling journey filled with magic and mystery, a young wizard uncovers the truth about a dangerous prisoner who has escaped from a notorious wizarding prison, while facing dark forces that threaten his world and those he loves."
674,Harry Potter and the Goblet of Fire,6.800000,2005,Adventure:Fantasy:Family,"In a thrilling turn of events, a young wizard finds himself unexpectedly entered into a perilous magical tournament, where he must confront dark forces and uncover dangerous secrets to save not only his own life but those of his friends as well."
675,Harry Potter and the Order of the Phoenix,6.800000,2007,Adventure:Fantasy:Mystery:Family,"In a battle against the oppressive regime of a dark wizard's return, a young wizard rallies his friends and forms a clandestine group to uncover the truth and fight for their magical world, while navigating the trials of adolescence."
676,Pearl Harbor,6.100000,2001,Action:Drama:Romance:War,"Amidst the chaos of World War II, two childhood friends find their lives intertwined with love and sacrifice as they navigate the tragic events of the Pearl Harbor attack."
679,Aliens,7.300000,1986,Action:Horror:Science Fiction:Thriller,"In a terrifying battle for survival, a team of space marines returns to the alien-infested colony to rescue any potential survivors while facing monstrous creatures that hunt them relentlessly."
680,Pulp Fiction,7.700000,1994,Crime:Thriller,"In a gritty underworld of Los Angeles, intertwined stories of hitmen, a boxer, and a pair of armed robbers collide in a chaotic web of violence and redemption."
681,Diamonds Are Forever,6.300000,1971,Action:Adventure:Science Fiction:Thriller,"In a high-stakes race across the globe, a cunning secret agent must thwart a diamond smuggling operation that could lead to a devastating weapon while facing off against a dangerous foe from his past."
682,The Man with the Golden Gun,6.100000,1974,Action:Adventure:Thriller,"In a high-stakes game of cat and mouse, a skilled assassin is relentlessly pursued by a secret agent, leading them both into a dangerous web of deception and intrigue set against the exotic backdrop of the Far East."
686,Contact,6.800000,1997,Drama:Mystery:Science Fiction,"When a determined scientist discovers a potential message from extraterrestrial life, she embarks on a profound journey that challenges her beliefs and humanity's place in the universe."
687,Dead Man Walking,6.800000,1995,Drama,"A compassionate chaplain forms a deep connection with a death row inmate as they confront the moral complexities of crime, punishment, and redemption in the final days before his execution."
688,The Bridges Of Madison County,6.800000,1995,Drama:Romance,"In a brief, passionate affair that unfolds over a few days, a lonely Italian-American housewife finds herself torn between her family's expectations and an unexpected romance with a traveling photographer in the lush landscapes of rural Iowa."
691,The Spy Who Loved Me,5.900000,1977,Action:Adventure:Thriller,"In a high-stakes game of espionage, a suave British secret agent teams up with a formidable female operative to thwart a megalomaniac's plan to conquer the world with advanced underwater technology."
693,Meet the Fockers,6.000000,2004,Comedy:Romance,"In a comedic whirlwind of misunderstandings and family drama, a couple prepares to introduce their quirky parents to each other, leading to an unforgettable gathering filled with awkward moments and unexpected romance."
694,The Shining,7.500000,1980,Horror:Thriller,"In a remote and haunted hotel, a struggling writer descends into madness as supernatural forces prey on his vulnerabilities, threatening his family's safety in a chilling battle between sanity and terror."
696,Manhattan,7.400000,1979,Comedy:Drama:Romance:Indie,"In 1970s New York, a neurotic writer navigates love and friendship amid the city's vibrant culture, discovering the complexities of romance and the bittersweet nature of relationships."
698,Moonraker,5.700000,1979,Action:Adventure:Science Fiction:Thriller,"In a race against time, a suave secret agent uncovers a sinister plot to dominate Earth using a space station, leading him on an interstellar adventure filled with high-stakes action and thrilling encounters."
699,For Your Eyes Only,5.900000,1981,Action:Adventure:Thriller,"A secret agent embarks on a high-stakes mission to recover a stolen device that could compromise global security, navigating dangerous adversaries and thrilling escapades along the way."
700,Octopussy,6.100000,1983,Action:Adventure:Thriller,"In a high-stakes race against time, a suave spy uncovers a cunning plot involving exotic jewels and a deadly circus, leading him into a web of espionage and peril that could threaten international peace."
702,A Streetcar Named Desire,6.700000,1951,Drama,"In a tumultuous New Orleans household, a troubled woman arrives to stay with her sister and confronts her past while clashing with her sister's volatile husband, leading to a tragic unraveling of secrets and desires."
703,Annie Hall,7.700000,1977,Comedy:Drama:Romance,A neurotic comedian reflects on his quirky relationship with an aspiring actress as they navigate the ups and downs of love in New York City.
704,A Hard Day's Night,7.400000,1964,Comedy:Music,"As a chaotic day unfolds, a charming young man tries to navigate the ups and downs of life in the spotlight with his band while evading the relentless pursuit of fans and a hapless documentary crew."
705,All About Eve,7.800000,1950,Drama,"A young and ambitious actress manipulates her way into the spotlight, challenging the established star's career and personal life in a fierce battle for recognition and success in the cutthroat world of theater."
707,A View to a Kill,5.700000,1985,Action:Adventure:Thriller,"In a high-stakes showdown, a suave secret agent races against time to thwart a sinister industrialist's plan to take over the world's microchip manufacturing, navigating deadly traps and seductive encounters along the way."
708,The Living Daylights,6.000000,1987,Action:Adventure:Thriller,"In a high-stakes game of espionage, a secret agent must navigate a perilous web of betrayal and intrigue while protecting a beautiful arms dealer from enemies both old and new."
709,Licence to Kill,5.500000,1989,Action:Adventure:Thriller,"In a high-stakes mission of revenge, a secret agent goes rogue to hunt down a drug lord while navigating a dangerous world of betrayal and suspense."
710,GoldenEye,6.100000,1995,Action:Adventure:Thriller,"In a high-stakes game of espionage, a former MI6 agent races against time to prevent a destructive satellite system from falling into the hands of a vengeful ex-colleague while confronting deadly adversaries and uncovering dark secrets from his past."
711,Finding Forrester,7.000000,2000,Drama,"A gifted teenager forms an unlikely friendship with a reclusive writer, leading them both to confront their fears and discover the power of words and mentorship."
712,Four Weddings and a Funeral,6.200000,1994,Comedy:Drama:Romance,"A charming but hapless man navigates a series of humorous and poignant romantic entanglements amid the backdrop of four weddings and one unexpected funeral, ultimately discovering the complexities of love and friendship."
713,The Piano,6.800000,1993,Drama:Romance,"In 19th century New Zealand, a mute pianist forms a deep emotional bond with a rugged settler while navigating the complexities of love and cultural conflict, all centered around her beloved piano."
714,Tomorrow Never Dies,5.900000,1997,Action:Adventure:Thriller,"In a race against time, a suave secret agent must thwart a media mogul's sinister plot to instigate global conflict using sensational headlines and dangerous technology."
744,Top Gun,6.400000,1986,Action:Romance:War,"In a high-stakes environment of elite fighter pilots, a young recruit faces personal challenges and romantic entanglements as he strives to prove himself in the thrilling world of aerial combat."
745,The Sixth Sense,7.100000,1999,Drama:Fantasy:Thriller,"A troubled young boy with the ability to see and communicate with the dead seeks the help of a disheartened child psychologist, leading to a haunting revelation that changes both their lives forever."
746,The Last Emperor,7.400000,1987,Drama:History,"In this sweeping historical drama, the life of China's last emperor unfolds against a backdrop of political upheaval and cultural transformation, exploring themes of power, identity, and loss."
747,Shaun of the Dead,7.000000,2004,Comedy:Horror,"In a desperate attempt to win back his ex-girlfriend, a disheartened man must navigate a zombie apocalypse with his hapless friends while providing hilariously chaotic distractions from the imminent doom."
752,V for Vendetta,7.300000,2005,Action:Fantasy:Thriller,"In a dystopian future, a masked vigilante uses elaborate tactics to ignite a revolution against a totalitarian regime while inspiring a disillusioned young woman to join his fight for freedom and justice."
754,Face/Off,6.400000,1997,Action:Crime:Science Fiction:Thriller,"In a high-stakes battle of wits and identity, an FBI agent undergoes an experimental face transplant to assume the likeness of a deadly terrorist, leading to a heart-pounding game of cat and mouse that tests the limits of both their lives."
755,From Dusk Till Dawn,6.700000,1996,Action:Crime:Horror:Thriller,"Two criminal brothers embark on a dangerous journey through the night, only to find themselves battling an undead terror at a remote bar that promises to be their last stop."
756,Fantasia,6.600000,1940,Animation:Fantasy:Music:Family,"In a groundbreaking blend of animation and classical music, a series of enchanting vignettes bring to life whimsical characters and fantastical landscapes, inviting audiences on a surreal journey through the realms of imagination and creativity."
759,Gentlemen Prefer Blondes,6.700000,1953,Comedy:Musical:Romance,"In the glamorous world of the 1950s, two charming gold diggers embark on a comical adventure filled with musical numbers and romantic misadventures as they seek love and wealth on a transatlantic cruise."
760,The Mad Adventures of Rabbi Jacob,7.300000,1973,Comedy,"In a comedic tale of mistaken identity, a Jewish rabbi must navigate a series of outrageous misadventures while trying to escape from gangsters in a foreign land, ultimately discovering friendship and understanding in the most unexpected places."
761,The Wing and the Thigh,7.300000,1976,Comedy,"In a hilarious culinary adventure, a disgraced chef teams up with a clever food critic to reclaim his lost glory, leading to a series of chaotic events filled with quirky characters and unexpected gastronomic delights."
762,Monty Python and the Holy Grail,7.400000,1975,Adventure:Comedy:Fantasy,"In a hilarious quest filled with absurdity and irreverent humor, a bumbling group of knights set out to find the Holy Grail while encountering bizarre characters and comical obstacles along the way."
763,Braindead,7.700000,1992,Comedy:Horror,"In a small suburban town, an innocent man's life spirals into chaos when a bizarre zombie virus turns his overbearing mother into a flesh-hungry monster, forcing him to confront increasingly absurd and grotesque situations while trying to save his loved ones."
764,The Evil Dead,6.900000,1981,Horror,"A group of friends unwittingly awaken sinister forces in an isolated cabin, leading to a night of terror and survival against malevolent entities."
765,Evil Dead II,7.500000,1987,Comedy:Fantasy:Horror,"After a group of friends unwittingly unleash a demonic force in a secluded cabin, one brave soul must combat the malevolent entities and absurd situations with a mix of slapstick humor and supernatural chaos."
766,Army of Darkness,7.100000,1992,Comedy:Fantasy:Horror,"A charming but bumbling hero is accidentally transported to a medieval world where he must battle an army of the undead and reclaim his lost girlfriend while navigating a series of outrageous adventures, blending horror and humor in a quest for survival and redemption."
767,Harry Potter and the Half-Blood Prince,6.900000,2009,Adventure:Fantasy:Family,"As dark forces threaten the wizarding world, a young mage uncovers the mysterious identity of the Half-Blood Prince while navigating love and friendship at Hogwarts School of Witchcraft and Wizardry."
768,From Hell,6.300000,2001,Action:Adventure:Crime:Drama:Horror:Mystery:Thriller,"In Victorian London, a detective investigates a series of gruesome murders attributed to the infamous Jack the Ripper, unraveling a dark conspiracy that intertwines secrets, politics, and the supernatural."
769,Goodfellas,7.600000,1990,Crime:Drama,"In this gripping portrayal of organized crime in 1960s New York, a young man's rise through the mob ranks leads to a whirlwind of wealth, betrayal, and the brutal consequences of a life lived outside the law."
770,Gone with the Wind,6.800000,1939,Drama:Romance:War,"Amidst the backdrop of the American Civil War, a strong-willed Southern belle navigates love and loss while battling societal changes and personal desires, leading to a tumultuous journey of passion and resilience."
771,Home Alone,6.500000,1990,Comedy:Family,A clever young boy must defend his family home from a pair of bumbling burglars when he is accidentally left behind during the Christmas holiday.
772,Home Alone 2: Lost In New York,5.800000,1992,Adventure:Comedy:Crime:Family,"When a mischievous boy accidentally gets separated from his family and finds himself lost in New York City, he must outsmart a pair of bumbling criminals while exploring the wonders of the city during the holiday season."
773,Little Miss Sunshine,6.900000,2006,Comedy:Drama,"A dysfunctional family's cross-country road trip to support their young daughter in a beauty pageant takes unexpected turns, revealing the ups and downs of their relationships and the pursuit of dreams."
775,A Trip to the Moon,7.800000,1902,Adventure:Fantasy:Short,"In a whimsical adventure, a group of daring astronauts embark on a fantastical journey to the moon in a whimsical spacecraft, encountering enchanting creatures and breathtaking landscapes along the way."
780,The Passion of Joan of Arc,8.300000,1928,Drama:History,"In a gripping portrayal of faith and martyrdom, a young warrior faces intense psychological turmoil and societal pressures during her trial, ultimately leading to a pivotal moment that defines her historical legacy."
782,Gattaca,7.000000,1997,Mystery:Science Fiction:Thriller:Romance,"In a future where genetic engineering determines one's societal worth, a determined man with a flawed DNA challenges the rigid rules of his world as he pursues his dream of space travel, risking everything for love and freedom."
783,Gandhi,7.000000,1982,Drama:History,"In a poignant portrayal of the life and struggles of a revered leader, a man committed to nonviolent resistance inspires a nation to seek independence and justice while facing immense personal and political challenges."
786,Almost Famous,6.700000,2000,Drama:Music,"A teenage music journalist unexpectedly finds himself immersed in the chaotic world of a rising rock band in the 1970s, navigating the highs of fame and the personal challenges of adolescence."
787,Mr. & Mrs. Smith,6.300000,2005,Action:Comedy:Drama:Thriller,"A seemingly ordinary couple discovers that they are both secret spies working for rival organizations, leading to a chaotic series of misadventures filled with action, humor, and unexpected revelations about their marriage."
788,Mrs. Doubtfire,6.600000,1993,Comedy:Drama:Family,"After a messy divorce, a devoted father disguises himself as a British nanny to spend more time with his children, leading to a series of hilarious and heartwarming misadventures."
790,The Fog,6.600000,1980,Horror,"As a dense, supernatural fog rolls into a coastal town, the vengeful spirits of its dark past emerge, wreaking havoc on the unsuspecting residents who must confront their deepest fears to survive."
791,The Fog,4.800000,2005,Horror:Thriller,"A coastal town is engulfed by a mysterious fog that harbors vengeful spirits, forcing the residents to confront their dark past or succumb to the haunting terror it brings."
792,Platoon,7.100000,1986,Action:Drama:War,A young soldier grappling with the horrors of the Vietnam War faces moral dilemmas and the struggle for survival as he witnesses the brutality of combat and the conflict within his platoon.
793,Blue Velvet,7.200000,1986,Crime:Drama:Mystery:Suspense:Thriller:Indie,"In a seemingly idyllic suburban town, a young man uncovers a dark underworld of crime and obsession that forces him to confront the sinister secrets hidden beneath the surface of his community."
794,The Omen,7.100000,1976,Horror:Thriller,"A couple's life is turned upside down when they discover their adopted child harbors a sinister secret, heralding the arrival of the Antichrist and plunging them into a chilling web of supernatural horrors."
795,City of Angels,6.300000,1998,Drama:Fantasy:Romance,"In a poignant tale of love and sacrifice, an angel descends to Earth and falls for a beautiful human woman, prompting him to question his eternal existence and the boundaries between the celestial and mortal realms."
796,Cruel Intentions,6.200000,1999,Drama:Thriller:Romance,"In a high-stakes game of seduction and betrayal among affluent teens, a manipulative stepbrother challenges his poised stepsister to seduce the naive new girl at school, leading to unexpected twists and dark consequences."
797,Persona,8.000000,1966,Drama:Foreign,"In this thought-provoking drama, a nurse caring for a mute actress becomes increasingly intertwined with her patient’s identity, leading to a profound exploration of self and the blurred lines between reality and performance."
801,"Good Morning, Vietnam",7.000000,1987,Comedy:Drama:War,"In a tumultuous Vietnam, a charismatic radio DJ uses humor to uplift troops while navigating the challenges of war and its profound impacts on friendship and morality."
802,Lolita,6.800000,1962,Drama:Romance,"In a controversial and deeply unsettling exploration of obsession, a middle-aged professor becomes infatuated with a precocious young girl, leading to a tumultuous and tragic journey entwined with desire and moral conflict."
804,Roman Holiday,7.700000,1953,Comedy:Romance,"A sheltered princess escapes her royal duties for a day of adventure in Rome, where she unexpectedly finds love and the joys of freedom with an American journalist."
805,Rosemary's Baby,6.800000,1968,Drama:Horror:Mystery,"In this haunting tale, a young couple's dream of starting a family becomes a nightmare as the mother-to-be uncovers a sinister plot involving their neighbors and a dark secret that threatens her baby's very soul."
806,The Omen,5.500000,2006,Drama:Horror:Thriller,"A woman discovers that her adopted son may be the antichrist, leading her on a terrifying journey to uncover the truth and protect her family from an impending evil."
807,Se7en,7.500000,1995,Crime:Mystery:Thriller,"Two detectives track a serial killer who uses the seven deadly sins as the basis for his gruesome murders, unraveling a chilling mystery that tests their own moral boundaries."
808,Shrek,6.800000,2001,Adventure:Animation:Comedy:Family,"In a quest to rescue a princess and reclaim his swamp, an unlikely ogre teams up with a talkative donkey, discovering friendship and true beauty along the way."
809,Shrek 2,6.200000,2004,Adventure:Animation:Comedy:Fantasy:Family,"In a whimsical adventure filled with laughter, an ogre and his bride embark on a journey to meet her royal parents, discovering that true love and friendship can conquer even the most unexpected challenges."
810,Shrek the Third,5.800000,2007,Adventure:Animation:Comedy:Fantasy:Family,"In a whimsical quest filled with laughter and unexpected friendships, an unlikely hero grapples with the daunting responsibilities of impending fatherhood while seeking a worthy heir to the throne in a fantastical realm."
811,Silent Running,6.900000,1972,Adventure:Drama:Science Fiction,"In a distant future where Earth's last remaining botanical specimens are preserved in domes aboard a spaceship, a lonely botanist defies orders to protect the plants from destruction while grappling with isolation and the meaning of life."
812,Aladdin,7.000000,1992,Adventure:Animation:Comedy:Fantasy:Musical:Romance:Family,"In a magical kingdom, a street-smart young man discovers a wondrous lamp that unleashes a wish-granting genie, propelling him on an adventurous journey of love, self-discovery, and the battle against an evil sorcerer."
813,Airplane!,6.600000,1980,Comedy:Romance,"In a hilarious mix of mishaps and misunderstandings, a former fighter pilot must overcome his fears and navigate a chaotic airline flight to win back the heart of his long-lost love."
814,An American Werewolf in London,6.700000,1981,Horror,"A backpacker on a trip through the English countryside is bitten by a mysterious creature, leading to a terrifying transformation that plunges him into a nightmarish struggle between his humanity and the primal instincts of a werewolf."
816,Austin Powers: International Man of Mystery,6.300000,1997,Comedy:Crime:Science Fiction,"When a swinging British secret agent is cryogenically frozen and thawed out in the 1990s, he must navigate a world of modern crime and uncover a nefarious plot while rediscovering his outdated charm and style."
817,Austin Powers: The Spy Who Shagged Me,5.900000,1999,Action:Adventure:Comedy:Crime:Science Fiction,"In a zany time-travel adventure, a groovy spy must journey back to the 1960s to thwart his arch-nemesis and recover his stolen mojo, leading to a series of outrageous misadventures and absurd encounters."
818,Austin Powers in Goldmember,6.100000,2002,Action:Comedy:Crime:Science Fiction,"In a hilarious and outrageous adventure, a suave British secret agent must stop his arch-nemesis, who has teamed up with a bizarre gold-skinned villain, while navigating the absurdities of time travel and outrageous 1970s nostalgia."
819,Sleepers,7.100000,1996,Crime:Drama:Thriller,"After spending years in a juvenile facility for a crime they didn't commit, four friends reunite as adults to seek revenge against those who wronged them, leading to a gripping journey of justice and redemption."
820,JFK,7.400000,1991,Drama:History:Thriller,"In a gripping exploration of political conspiracy and moral ambiguity, a determined district attorney uncovers a web of deceit surrounding the assassination of a beloved president, challenging the very foundations of truth and justice."
821,Judgment at Nuremberg,7.200000,1961,Drama:History:Mystery,"In a gripping courtroom drama set in post-war Germany, a judge grapples with the moral complexities of justice as he presides over a trial that examines the accountability of Nazi war criminals, exposing the profound impact of their actions on humanity."
823,Jin-Roh: The Wolf Brigade,7.200000,2000,Animation:Science Fiction:Thriller,"In a dystopian future plagued by civil unrest, a battle-hardened soldier grapples with his humanity and the oppressive forces controlling society as he uncovers a dark conspiracy involving a secret police unit known as the Wolf Brigade."
824,Moulin Rouge,6.900000,2001,Musical,"In a vibrant and bohemian Paris, a struggling writer falls in love with a dazzling courtesan, leading to a whirlwind of passion, heartbreak, and unforgettable musical performances amidst the backdrop of the iconic cabaret."
826,The Bridge on the River Kwai,7.100000,1957,Drama:History:War,"During World War II, British prisoners of war, led by a determined colonel, find themselves torn between duty and survival as they are forced to construct a railway bridge for their Japanese captors, leading to a tense struggle between honor and collaboration."
827,Diabolique,8.400000,1955,Drama:Horror:Thriller,"In a tense and chilling tale, a woman teams up with her husband's lover to plot an elaborate murder, only for their sinister plan to unravel in horrifying ways."
828,The Day the Earth Stood Still,7.100000,1951,Drama:Science Fiction:Thriller,"In a tense standoff, an extraterrestrial visitor arrives on Earth with a dire warning for humanity, forcing nations to confront their own destructive behaviors in a test of trust and survival."
829,Chinatown,7.400000,1974,Crime:Drama:Mystery:Thriller,"In 1930s Los Angeles, a private detective uncovers a web of deceit and corruption that connects a missing woman's disappearance to a shocking conspiracy involving water rights and the city’s elite."
830,Forbidden Planet,7.700000,1956,Science Fiction,"In a distant future, a crew of space explorers encounters a mysterious planet where they confront the dangers of advanced technology and the remnants of a long-extinct civilization, forcing them to face their own fears and desires."
832,M,8.200000,1931,Action:Crime:Drama:Thriller,"In a gripping tale of tension and moral decay, a city is thrown into chaos as a cunning serial killer preys on children, leading both the police and the criminal underworld to unite in a desperate hunt to capture him before more lives are lost."
834,Underworld: Evolution,6.200000,2006,Action:Fantasy:Science Fiction:Thriller,"In a fierce battle for survival, a skilled vampire warrior uncovers ancient secrets about her lineage while facing off against deadly lycanthrope enemies and a looming threat that could tip the balance between their warring species."
837,Videodrome,7.200000,1983,Horror:Mystery:Science Fiction:Thriller,"A television executive discovers a disturbing broadcast that blurs the line between reality and madness, leading him down a terrifying path of sexual and psychological transformation."
838,American Graffiti,5.800000,1973,Comedy:Drama,"Set in the early 1960s, a group of teenagers navigates the challenges of adolescence, friendship, and the allure of fast cars during one unforgettable summer night in a small American town."
839,Duel,7.800000,1971,Action:Mystery:Thriller,"A businessman becomes the target of a mysterious truck driver in a tense, cat-and-mouse chase across the desert, where survival hinges on outsmarting a relentless and unseen adversary."
840,Close Encounters of the Third Kind,6.700000,1977,Drama:Science Fiction,"A series of mysterious events leads a group of ordinary people to a spectacular encounter with extraterrestrial beings, forever changing their understanding of life beyond Earth."
841,Dune,6.600000,1984,Action:Adventure:Science Fiction,"In a distant future, a young heir must navigate a treacherous desert planet filled with political intrigue, mystical powers, and giant sandworms to secure his family's legacy and fulfill a prophetic destiny."
842,The Assassination of Richard Nixon,6.300000,2004,Drama:Horror:Thriller,"In a chilling blend of psychological horror and political drama, a disillusioned man spirals into madness as he plots to assassinate a president, driven by his personal demons and societal frustrations."
843,In the Mood for Love,7.600000,2000,Drama:Romance,"In a melancholy 1960s Hong Kong, two neighbors form a deep emotional bond as they navigate the pain of unfulfilled love and the complexities of infidelity while grappling with their own unspoken desires."
844,2046,6.800000,2004,Drama:Fantasy:Science Fiction:Romance,"In a futuristic Hong Kong, a writer grapples with his past loves and the complexities of human connection while envisioning an enigmatic world where dreams and reality intertwine."
845,Strangers on a Train,7.700000,1951,Crime:Thriller:Film Noir,"Two strangers meet on a train and hatch a chilling plan to swap murders, leading to a deadly game of manipulation and suspense that spirals out of control."
846,The X Files,6.100000,1998,Mystery:Science Fiction:Thriller,"In a gripping blend of mystery and science fiction, two agents unravel conspiracy-laden secrets while investigating a series of paranormal phenomena that threaten to expose deeply buried truths about humanity."
847,Willow,6.600000,1988,Action:Adventure:Drama,"In a fantastical world where an unlikely hero must protect a special baby from an evil queen, a humble farmer embarks on a perilous journey filled with magic, friendship, and self-discovery."
848,Dragonslayer,8.000000,1981,Fantasy,"In a mythical realm, a young sorcerer's apprentice embarks on a perilous quest to defeat a terrible dragon that threatens his village, armed only with his wits and an ancient artifact of immense power."
849,Krull,6.000000,1983,Action:Adventure:Fantasy:Science Fiction,"In a mystical world, a young prince embarks on a perilous quest to rescue his bride from a fearsome alien force, relying on ancient prophecy and legendary weapons to unite his kingdom and defeat dark magic."
850,A Christmas Story,7.300000,1983,Comedy:Family,"In this nostalgic holiday comedy, a young boy navigates the hilarious trials of childhood and the looming threat of a toy gun under the Christmas tree, all while dreaming of the perfect gift amidst his quirky family's antics."
853,Enemy at the Gates,7.000000,2001,War,"During the brutal Battle of Stalingrad, a skilled Soviet sniper engages in a deadly game of cat and mouse with a talented German marksman, leading to a gripping tale of heroism, sacrifice, and the haunting impacts of war."
854,The Mask,6.400000,1994,Comedy:Crime:Fantasy:Romance,"A mild-mannered bank clerk discovers a magical mask that transforms him into a confident and chaotic trickster, leading him into a whirlwind of crime, romance, and fantastical adventures."
855,Black Hawk Down,6.700000,2001,Action:History:War,"In a harrowing true story, a group of elite American soldiers is thrust into a desperate battle in Somalia, where a mission to capture a local warlord spirals into chaos and tests the limits of courage and loyalty."
856,Who Framed Roger Rabbit,6.700000,1988,Animation:Comedy:Crime:Fantasy:Family,"In a vibrant 1940s Los Angeles where animated characters coexist with humans, a hard-boiled private detective teams up with a zany cartoon rabbit to clear his name after being framed for murder amidst a web of corruption and intrigue."
857,Saving Private Ryan,7.300000,1998,Drama:History:War,"In the midst of World War II, a group of American soldiers embarks on a perilous mission to rescue a paratrooper whose brothers have been killed in action, confronting the brutal realities of war and the bonds of brotherhood along the way."
858,Sleepless in Seattle,6.300000,1993,Comedy:Drama:Romance,"After a lonely widower's son calls a radio station, seeking a new partner for his father, a heartfelt long-distance connection forms, leading them both to reconsider love and destiny."
