personId,name,birthYear,deathYear
7167,Don Rickles,1926,
7172,James Brown,1933,2006
7202,Vittorio Storaro,1940,
7209,Matt Murphy,1929,
7218,Kristanna Loken,1979,
7242,Temuera Morrison,1960,
7248,Cliff Curtis,1968,
7278,Lionel Abelanski,1964,
7368,Ernesto Gómez Cruz,1933,
7370,Damián Alcázar,1953,
7372,"Pedro Armendáriz, Jr.",1940,2011
7399,Ben Stiller,1965,
7401,Lin Shaye,1943,
7404,Sarah Silverman,1970,
7431,Kevin Zegers,1984,
7447,Alec Baldwin,1958,
7467,David Fincher,1962,
7470,Meat Loaf,1947,
7472,Richmond Arquette,1963,
7486,Michael Wincott,1958,
7489,Parker Posey,1968,
7497,Holt McCallany,1964,
7499,Jared Leto,1971,
7502,Ernest Borgnine,1917,2012
7517,Kate Bosworth,1983,
7543,Marina Massironi,1963,
7570,Lauren Bacall,1924,2014
7624,Stan Lee,1922,
7693,François Berléand,1952,
7706,Roxane Mesquida,1981,
7742,Kristoffer Joner,1972,
7804,Oliver Stokowski,1962,
7805,Wotan Wilke Möhring,1967,
7822,Edgar Selge,1948,
7830,Heiner Lauterbach,1953,
7863,Tantoo Cardinal,1950,
7868,Maury Chaykin,1949,2010
7904,Billy Crystal,1948,
7906,Jennifer Tilly,1958,
7907,John Ratzenberger,1947,
7908,Frank Oz,1944,
7918,Bud Luckey,1934,
8167,Paul Walker,1973,2013
8169,Tyrese Gibson,1978,
8170,Eva Mendes,1974,
8171,Ludacris,1977,
8175,Thom Barry,1950,
8177,Michael Ealy,1973,
8178,Jin Auyeung,1982,
8180,Mo Gallini,1966,
8197,Sebastian Koch,1962,
8198,Ulrich Tukur,1957,
8207,Thomas Arnold,1971,
8210,Wes Bentley,1978,
8211,Mena Suvari,1979,
8212,Peter Gallagher,1955,
8256,Anne Heche,1969,
8263,Andrea Martin,1947,
8265,John Michael Higgins,1963,
8289,Billy Crudup,1968,
8293,Marion Cotillard,1975,
8318,Brian Blessed,1937,
8326,Geraldine McEwan,1932,
8329,Radha Mitchell,1973,
8335,Kim Coates,1959,
8338,Jodelle Ferland,1994,
8349,Martin Sheen,1940,
8397,Charlie Creed-Miles,1972,
8435,Stephen Dillane,1956,
8436,Miranda Richardson,1958,
8442,Lyndsey Marshal,1978,
8447,Jeff Daniels,1955,
8534,Kathy Bates,1948,
8536,Victor Garber,1949,
8553,Seth Adkins,1989,
8602,Alice Braga,1983,
8654,Matthew Modine,1959,
8655,R. Lee Ermey,1944,
8659,John Terry,1950,
8687,Chi McBride,1961,
8688,Diego Luna,1979,
8689,Barry Shabaka Henley,1954,
8691,Zoe Saldana,1978,
8693,Jude Ciccolella,1947,
8767,Jim Caviezel,1968,
8775,Hristo Shopov,1964,
8783,Eric Bana,1968,
8784,Daniel Craig,1968,
8785,Ciarán Hinds,1953,
8786,Ayelet Zurer,1969,
8789,Mathieu Amalric,1965,
8790,Meret Becker,1969,
8791,Marie-Josée Croze,1970,
8792,Lynn Cohen,1954,
8799,Ulrich Noethen,1959,
8854,Bill Cobbs,1934,
8857,Debbie Reynolds,1932,
8874,Ernie Hudson,1945,
8875,David Margulies,1937,
8891,John Travolta,1954,
8892,Olivia Newton-John,1948,
8897,Michael Tucci,1946,
8924,Frank Langella,1938,
8925,Emmanuelle Seigner,1966,
8926,Barbara Jefford,1930,
8930,John Cleese,1939,
8944,Jamie Lee Curtis,1958,
8945,Kevin Kline,1947,
8977,Craig T. Nelson,1944,
8984,Bill Pullman,1953,
8986,James Rebhorn,1948,2014
9005,Frédéric Pierrot,1960,
9012,Jonny Lee Miller,1972,
9013,Kevin McKidd,1973,
9015,Kelly Macdonald,1976,
9029,Stephen Rea,1946,
9030,Thandie Newton,1972,
9048,Clark Gregg,1962,
9138,Gemma Jones,1942,
9139,Celia Imrie,1952,
9143,Felicity Montagu,1960,
9144,Sally Phillips,1970,
9145,James Callis,1971,
9152,Patrick Doyle,1953,
9186,Chad Lindberg,1976,
9188,Billy Connolly,1942,
9191,Timothy Spall,1957,
9193,Shun Sugata,1955,
9195,Hiroyuki Sanada,1960,
9205,Denise Richards,1971,
9206,Neve Campbell,1973,
9273,Amy Adams,1974,
9274,James Brolin,1940,
9275,Frank John Hughes,1967,
9277,John Finn,1952,
9278,Jennifer Garner,1972,
9279,Nancy Lenehan,1953,
9281,Elizabeth Banks,1974,
9289,Michael Massee,1955,
9290,Henry Rollins,1961,
9291,Michael Shamus Wiles,1955,
9306,Scott Coffey,1964,
9315,Marilyn Manson,1969,
9339,Andy Wachowski,1967,
9340,Lana Wachowski,1965,
9376,Belinda McClory,1968,
9452,Daniel Bernhardt,1965,
9457,Roy Jones Jr.,1969,
9462,Randall Duk Kim,1943,
9464,Harry Lennix,1964,
9560,Ellen Burstyn,1932,
9562,Marlon Wayans,1972,
9575,Jada Pinkett Smith,1971,
9576,Gina Torres,1969,
9599,Cloris Leachman,1926,
9629,Jon Gries,1957,
9642,Jude Law,1972,
9656,Johnny Knoxville,1971,
9657,Patrick Warburton,1964,
9705,Takahiro Sakurai,1974,
9706,Toshiyuki Morikawa,1967,
9707,Ayumi Ito,1980,
9747,Jean-Claude Carrière,1931,
9765,Françoise Fabian,1933,
9777,Cuba Gooding Jr.,1968,
9778,Ice Cube,1969,
9779,Morris Chestnut,1969,
9780,Angela Bassett,1958,
9781,Nia Long,1970,
9788,Regina King,1971,
9824,Diane Kruger,1976,
9827,Rose Byrne,1979,
9828,Garrett Hedlund,1984,
9831,Vincent Regan,1965,
9880,Sam Shepard,1943,
9907,Honor Blackman,1925,
9976,Henry Thomas,1971,
9994,Helen Hunt,1963,
9996,Sean Whalen,1964,
9998,Joey Slotnick,1968,
10127,Jon Voight,1938,
10132,Colm Feore,1958,
10138,Brian Haley,1963,
10182,Ving Rhames,1959,
10205,Sigourney Weaver,1949,
10210,Daniel Kash,1959,
10215,Paul McCartney,1942,
10223,Jane Seymour,1951,
10255,Angela Winkler,1944,
10257,Katharina Thalbach,1954,
10297,Matthew McConaughey,1969,
10367,John Waters,1946,
10379,Victor Slezak,1957,
10386,Debra Monk,1949,
10399,Teri Polo,1969,
10400,Barbra Streisand,1942,
10401,Blythe Danner,1943,
10430,Fred Ward,1942,
10431,Jennifer Jason Leigh,1962,
10437,Lily Tomlin,1939,
10460,Richard Kiel,1939,
10486,Chelcie Ross,1942,
10489,Jack McGee,1949,
10510,Kabir Bedi,1946,
10556,Carol Kane,1952,
10580,Tracie Thoms,1975,
10581,Rich Sommer,1978,
10582,Daniel Sunjata,1971,
10648,Michael Kitchen,1948,
10655,Leslie Phillips,1924,
10669,Timothy Dalton,1944,
10671,Joe Don Baker,1936,
10672,Art Malik,1952,
10673,Andreas Wisniewski,1959,
10680,Talisa Soto,1967,
10689,Rob Brown,1984,
10690,Anna Paquin,1982,
10692,Michael Pitt,1981,
10696,Famke Janssen,1965,
10697,Alan Cumming,1965,
10698,Tchéky Karyo,1953,
10727,John Hannah,1962,
10730,Rowan Atkinson,1955,
10731,Anna Chancellor,1965,
10742,Teri Hatcher,1964,
10744,Götz Otto,1967,
10746,Geoffrey Palmer,1927,
10750,Sheryl Crow,1962,
10767,Barbara Hershey,1948,
10777,Maria Grazia Cucinotta,1968,
10779,David Calder,1946,
10814,Wesley Snipes,1962,
10822,Stephen Dorff,1973,
10823,Kris Kristofferson,1936,
10825,Donal Logue,1966,
10826,Traci Lords,1968,
10828,Guillermo del Toro,1964,
10839,Leonor Varela,1972,
10841,Karel Roden,1962,
10843,Luke Goss,1968,
10847,Santiago Segura,1965,
10859,Ryan Reynolds,1976,
10860,Jessica Biel,1982,
10862,Dominic Purcell,1970,
10871,Natasha Lyonne,1979,
10872,Patton Oswalt,1969,
10881,Toby Stephens,1969,
10882,Rosamund Pike,1979,
10883,Rick Yune,1971,
10884,Will Yun Lee,1971,
10912,Eva Green,1980,
10916,Caterina Murino,1977,
10959,Shia LaBeouf,1986,
10961,Gavin Rossdale,1965,
10964,Laz Alonso,1974,
10978,Maggie Smith,1934,
10980,Daniel Radcliffe,1989,
10981,Fiona Shaw,1958,
10982,Harry Melling,1989,
10983,Richard Griffiths,1947,2013
10988,Geraldine Somerville,1967,
10989,Rupert Grint,1988,
10990,Emma Watson,1990,
10991,Bonnie Wright,1991,
10993,Tom Felton,1987,
11006,James Marsden,1973,
11007,Ray Park,1974,
11008,Rebecca Romijn,1972,
11023,Shawn Ashmore,1979,
11024,Kelly Hu,1968,
11040,Gustaf Hammarsten,1967,
11045,Ola Rapace,1971,
11064,David Strathairn,1949,
11066,Hal Holbrook,1925,
11067,Terry Kinney,1954,
11074,Kathy Najimy,1957,
11076,David Hyde Pierce,1959,
11084,Kelly McGillis,1957,
11085,Anthony Edwards,1962,
11086,Michael Ironside,1950,
11088,Barry Tubb,1963,
11091,Brett Ratner,1969,
11107,Ben Foster,1980,
11108,Simon Pegg,1970,
11109,Nick Frost,1972,
11110,Kate Ashfield,1972,
11115,Peter Serafinowicz,1972,
11148,Joan Allen,1956,
11150,Gina Gershon,1962,
11151,Nick Cassavetes,1959,
11153,James Denton,1963,
11155,Thomas Jane,1969,
11159,Cheech Marin,1946,
11160,Danny Trejo,1944,
11161,Tom Savini,1946,
11164,Kelly Preston,1962,
11177,Martin Bayfield,1966,
11179,Sean Biggerstaff,1983,
11180,David Bradley,1942,
11181,Kenneth Branagh,1960,
11184,Warwick Davis,1970,
11207,David Thewlis,1963,
11212,Josh Herdman,1987,
11213,Pam Ferris,1948,
11275,Stephen Fry,1957,
11276,Tim Pigott-Smith,1946,
11279,Roger Allam,1953,
11288,Robert Pattinson,1986,
11291,Clémence Poésy,1982,
11315,Noah Emmerich,1965,
11317,Natascha McElhone,1969,
11355,Jason Isaacs,1963,
11356,Imelda Staunton,1956,
11357,Bruce Campbell,1958,
11367,Bradley Whitford,1959,
11398,Cary-Hiroyuki Tagawa,1950,
11477,Ray Liotta,1954,
11482,Tony Darrow,1938,
11486,Michael Imperioli,1966,
11512,John Heard,1945,
11514,Catherine O'Hara,1954,
11516,Devin Ratray,1977,
11519,Larry Hankin,1940,
11616,Olivia Williams,1968,
11617,Mischa Barton,1986,
11628,Loren Dean,1969,
11659,David Bowe,1964,
11661,Kate Hudson,1979,
11662,Jason Lee,1970,
11663,Patrick Fugit,1982,
11664,Zooey Deschanel,1980,
11665,Michael Angarano,1987,
11677,Terry Chen,1975,
11678,Rainn Wilson,1966,
11680,Pauley Perrette,1969,
11701,Angelina Jolie,1975,
11702,Adam Brody,1979,
11703,Kerry Washington,1977,
11705,Michelle Monaghan,1976,
11764,Ian Abercrombie,1936,2012
11769,Ted Raimi,1965,
11784,Tom Atkins,1935,
11803,Peter Greene,1965,
11806,Julia Sweeney,1959,
11824,Tom Welling,1977,
11825,Maggie Grace,1983,
11826,Selma Blair,1972,
11830,Cole Heppell,1993,
11831,Mary Black,1935,
11850,Candice Bergen,1946,
11851,Om Puri,1950,
11855,Geraldine James,1950,
11856,Daniel Day-Lewis,1957,
11864,Ryan Phillippe,1974,
11866,Joshua Jackson,1978,
11870,Christine Baranski,1952,
11872,Deborah Offner,1951,
11885,John C. McGinley,1959,
11902,Robin Bartlett,1951,
12021,Mia Farrow,1945,
12041,Julia Stiles,1981,
12042,Seamus Davey-Fitzpatrick,1998,
12044,Predrag Bjelac,1962,
12052,Gwyneth Paltrow,1972,
12073,Mike Myers,1963,
12074,John Lithgow,1945,
12077,Jim Cummings,1952,
12089,Tony Leblanc,1922,2012
12095,Cody Cameron,1965,
12098,Chris Miller,1975,
12110,Amy Sedaris,1961,
12111,Justin Timberlake,1981,
12122,Ron Rifkin,1939,
12132,Michael Rooker,1955,
12133,Laurie Metcalf,1955,
12206,Richard Roxburgh,1962,
12207,Kylie Minogue,1968,
12208,Ozzy Osbourne,1948,
12210,Jacek Koman,1956,
12214,Gillian Anderson,1968,
12217,Jay Mohr,1970,
12219,Jon Stewart,1962,
12224,Alec Mapa,1965,
12235,Vilmos Zsigmond,1930,
12260,Ron Eldard,1965,
12261,Jason Patric,1966,
12401,Gary Kurtz,1940,
12438,Bob Balaban,1945,
12519,Virginia Madsen,1961,
12536,Jack Thompson,1940,
12538,Nick Searcy,1959,
12547,Tracy Middendorf,1970,
12549,Brett Rickaby,1964,
12640,David Duchovny,1960,
12643,William B. Davis,1938,
12645,Jeffrey DeMunn,1947,
12670,Takuya Kimura,1972,
12672,Carina Lau,1965,
12688,Peter MacNicol,1954,
12763,Joseph Fiennes,1970,
12790,Charlie Hofheimer,1981,
12791,Hugh Dancy,1975,
12792,Brian Van Holt,1969,
12793,Matthew Marsden,1973,
12795,Nikolaj Coster-Waldau,1970,
12797,Glenn Morshower,1959,
12799,Jeremy Piven,1965,
12833,Edward Burns,1968,
12834,Barry Pepper,1970,
12835,Vin Diesel,1967,
12836,Ted Danson,1947,
12851,Ally Sheedy,1962,
12897,Steve Jobs,1955,2011
12898,Tim Allen,1953,
12900,Wallace Shawn,1943,
12930,Gaby Hoffmann,1982,
12977,Malik Yoba,1967,
12978,Peter Outerbridge,1966,
12982,Peter Capaldi,1958,
13007,Mick Fleetwood,1942,
13014,Toby Jones,1967,
13021,William Baldwin,1963,
13022,Tom Berenger,1949,
13023,Colleen Camp,1953,
13233,Jason Kliot,1963,
13240,Mark Wahlberg,1971,
13242,Paul Giamatti,1967,
13243,Glenn Shadix,1952,2010
13250,Hidetoshi Nishijima,1971,
13275,Tadanobu Asano,1973,
13299,Rita Moreno,1931,
13309,Oprah Winfrey,1954,
13312,Rae Dawn Chong,1961,
13314,Dana Ivey,1941,
13333,Vanessa Redgrave,1937,
13362,Alec Newman,1974,
13391,Dante Basco,1975,
13446,Eliza Dushku,1980,
13472,Tim Curry,1946,
13474,Richard O'Brien,1942,
13475,Patricia Quinn,1944,
13477,Jonathan Adams,1967,
13525,Matt Craven,1956,
13548,James Spader,1960,
13549,Deborah Kara Unger,1964,
13550,Elias Koteas,1961,
13593,Jonathan Winters,1925,2013
13604,Iggy Pop,1947,
13633,Mark Addy,1964,
13635,Kristen Johnston,1967,
13636,Jane Krakowski,1968,
13638,Thomas Gibson,1962,
13645,Danny Woodburn,1964,
13688,Karin Viard,1966,
13724,Jane Alexander,1939,
13726,Ned Beatty,1937,
13812,Tilo Prückner,1940,
13920,Mimi Rogers,1956,
13922,Seth Green,1974,
13924,Mindy Sterling,1953,
13950,Gordon Pinsent,1930,
14011,Tom Courtenay,1937,
14102,George Coe,1929,
14103,Mark Blum,1950,
14108,Joyce Van Patten,1934,
14313,Darlene Love,1941,
14329,Dean Norris,1963,
14331,Nestor Serrano,1955,
14343,Rene Russo,1954,
14386,Beyoncé Knowles,1981,
14405,Courteney Cox,1964,
14406,Lisa Kudrow,1963,
14409,David Schwimmer,1966,
14416,Robert Hays,1947,
14432,Patrick Kennedy,1977,
14464,Jenny Agutter,1952,
14541,Chris Sarandon,1942,
14592,BD Wong,1960,
14593,Ingeborga Dapkunaite,1963,
14596,Danny Denzongpa,1948,
14606,Albert Dupontel,1964,
14610,Jo Prestia,1960,
14669,George Wyner,1945,
14698,Penelope Ann Miller,1964,
14702,Cathy Moriarty,1960,
14721,Kevin Dunn,1956,
14723,Vicki Lewis,1960,
14730,Angela Lansbury,1925,
14741,Philippe Bergeron,1959,
14801,Hal Landon Jr.,1941,
14837,Carol Burnett,1933,
14886,Craig Bierko,1964,
14887,Paddy Considine,1974,
14888,Bruce McGill,1950,
14889,Connor Price,1994,
14892,Rosemarie DeWitt,1974,
14902,Nicholas Campbell,1952,
14950,Jim Norton,1938,
14984,Jessica Hecht,1965,
15009,Justin Theroux,1971,
15011,Brent Briscoe,1961,
15029,Enrico Colantoni,1963,
15030,Robin Sachs,1951,2013
15033,Justin Long,1978,
15034,Jeremy Howard,1981,
15035,Kaitlin Cullum,1986,
15070,Ken Foree,1946,
15085,Ole Thestrup,1948,
15086,Nicolas Bro,1972,
15091,Melanie Lynskey,1977,
15110,Brooke Shields,1965,
15111,Jean-Claude Van Damme,1960,
15112,Tom Selleck,1945,
15152,James Earl Jones,1931,
15183,Tony Lo Bianco,1936,
15200,Jane Birkin,1946,
15218,James Gunn,1970,
15232,Ty Burrell,1967,
15234,David Arquette,1971,
15250,Hope Davis,1964,
15265,Srđan Todorović,1965,
15268,Branka Katić,1970,
15277,Jon Favreau,1966,
15286,Christine Taylor,1971,
15318,Keith Campbell,1962,
15321,Ion Caramitru,1942,
15336,Dougray Scott,1965,
15338,William Mapother,1965,
15340,Nicholas Bell,1958,
15344,J.J. Abrams,1966,
15374,Leon Rippy,1949,
15376,Brad William Henke,1966,
15423,Paget Brewster,1969,
15424,Michael Vartan,1968,
15440,Jared Harris,1961,
15453,Debra Jo Rupp,1951,
15455,Tate Donovan,1963,
15481,Marianne Basler,1964,
15482,Aurélien Recoing,1958,
15485,Victoria Trauttmansdorff,1960,
15497,Pádraic Delaney,1977,
15498,Liam Cunningham,1961,
15501,William Ruane,1985,
15533,Olivier Martinez,1966,
15543,Derek Luke,1974,
15555,Piper Perabo,1976,
15556,Rebecca Hall,1982,
15563,Anika Noni Rose,1972,
15564,Keith Robinson,1976,
15565,Jennifer Hudson,1981,
15566,Sharon Leal,1972,
15576,Matthew Macfadyen,1974,
15577,Emily Barclay,1984,
15661,Clint Howard,1959,
15668,Andrew Prine,1936,
15684,Paul Schneider,1976,
15730,Peter Morgan,1963,
15735,Helen Mirren,1945,
15737,Helen McCrory,1968,
15757,Ray Romano,1957,
15758,Queen Latifah,1970,
15760,Josh Peck,1986,
15761,Grey DeLisle,1972,
15762,Tara Strong,1973,
15824,Chris Mulkey,1948,
15831,Frank Welker,1946,
15852,Ashley Judd,1968,
15853,Wes Studi,1947,
15854,Ted Levine,1957,
15860,Miguel Ferrer,1955,
15864,Clarence Williams III,1939,
15886,Julia Louis-Dreyfus,1961,
15887,Julia Ormond,1965,
15897,Larry the Cable Guy,1963,
15899,Jenifer Lewis,1957,
15918,Ivano Marescotti,1946,
15956,David Soul,1943,
16165,Jon Lovitz,1957,
16170,Zach Galligan,1964,
16180,Robert Picardo,1953,
16183,Gedde Watanabe,1955,
16215,Karen Young,1958,
16250,Denis Moschitto,1977,
16284,Jae Hee,1980,
16327,Timothy Hutton,1960,
16358,Simon McBurney,1957,
16374,Stéphane Debac,1973,
16376,Larry David,1947,
16429,Jacob Vargas,1971,
16431,Sam Elliott,1944,
16442,Najwa Nimri,1972,
16450,Sean Combs,1969,
16459,John McConnell,1958,
16460,Marcus Lyle Brown,1970,
16478,Johnny Galecki,1975,
16483,Sylvester Stallone,1946,
16501,Milo Ventimiglia,1977,
16607,Alon Aboutboul,1965,
16620,Hulk Hogan,1953,
16628,Martin Compston,1984,
16644,Dolph Lundgren,1957,
16662,Richard Gant,1944,
16666,Kevin Connolly,1974,
16720,Bernd Stegemann,1949,
16722,Tim Wilde,1969,
16743,Arnold Vosloo,1962,
16752,David Harewood,1965,
16783,Hannah Herzsprung,1981,
16808,Matthias Schweighöfer,1981,
16814,Oliver Kalkofe,1965,
16826,Nick Romeo Reimann,1998,
16828,Chris Evans,1981,
16832,Tony Hawk,1968,
16841,Brett Cullen,1956,
16842,Stephen J. Anderson,1970,
16845,Nicole Sullivan,1970,
16847,Eli Roth,1972,
16848,Rob Zombie,1965,
16850,Rose McGowan,1973,
16851,Josh Brolin,1968,
16855,Mandy Moore,1984,
16856,Gabriel Macht,1972,
16857,Tom Everett Scott,1970,
16858,Lauren Graham,1967,
16859,Tammy Blanchard,1976,
16861,John Hawkes,1959,
16866,Jennifer Lopez,1969,
16867,Luis Tosar,1971,
16896,James Garner,1928,2014
16921,Clotilde Courau,1969,
16922,Jean-Paul Rouve,1967,
16926,Catherine Allégret,1946,
16927,Gérard Depardieu,1948,
16935,Geena Davis,1956,
16937,Rex Linn,1956,
16940,Jeremy Irons,1948,
16962,Jang Dong-gun,1972,
16972,Sergi López,1965,
17005,Doug Jones,1960,
17019,Laurence Kinlan,1983,
17033,Eric Callero,1982,
17039,Nick Offerman,1970,
17051,James Franco,1978,
17052,Topher Grace,1978,
17064,Ben Whishaw,1980,
17067,Karoline Herfurth,1984,
17093,Eduardo Noriega,1973,
17120,Jung Woo-Sung,1973,
17123,Darren Boyd,1971,
17140,Abigail Breslin,1996,
17141,Greg Kinnear,1963,
17142,Paul Dano,1984,
17178,Patrick Wilson,1973,
17181,Ty Simpkins,2001,
17183,Jackie Earle Haley,1961,
17187,Trini Alvarado,1967,
17199,Corey Johnson,1961,
17200,Bill Smitrovich,1947,
17243,Jonathan Tucker,1982,
17244,Hayden Christensen,1981,
17245,Benjamin McKenzie,1978,
17258,Kerry Fox,1966,
17259,Ashley Artus,1971,
17265,Hayden Panettiere,1989,
17270,Allison Miller,1985,
17271,Brandon Routh,1979,
17273,Masi Oka,1974,
17276,Gerard Butler,1969,
17286,Lena Headey,1973,
17287,Dominic West,1969,
17288,Michael Fassbender,1977,
17289,Rodrigo Santoro,1975,
17290,Andrew Tiernan,1965,
17291,Andrew Pleavin,1968,
17303,Ali Larter,1976,
17304,Adrian Pasdar,1965,
17305,Greg Grunberg,1966,
17306,Zachary Quinto,1977,
17328,Rufus Sewell,1967,
17338,Vanilla Ice,1967,
17341,Amaury Nolasco,1970,
17343,Robert Knepper,1959,
17348,Muse Watson,1948,
17352,Marianne Jean-Baptiste,1967,
17356,Garrick Hagon,1939,
17380,Jay Chou,1979,
17401,Stephen Root,1951,
17402,Ron Livingston,1967,
17419,Bryan Cranston,1956,
17421,Wallace Langham,1965,
17441,Lou Taylor Pucci,1985,
17442,Kelli Garner,1984,
17449,Bob Stephenson,1967,
17484,Dermot Crowley,1947,
17485,Oliver Platt,1960,
17486,Alison Pill,1985,
17487,John Gallagher Jr.,1984,
17488,Alice Drummond,1928,
17490,"Isiah Whitlock, Jr.",1954,
17495,Martha Plimpton,1970,
17497,Romain Duris,1974,
17498,Niels Arestrup,1949,
17520,Cédric Klapisch,1961,
17521,Kelly Reilly,1977,
17522,Cécile De France,1975,
17547,Susanne Bormann,1979,
17604,Jeremy Renner,1971,
17605,Idris Elba,1972,
17606,Imogen Poots,1989,
17628,Mary Elizabeth Winstead,1984,
17637,Taye Diggs,1971,
17640,Susan Misner,1971,
17647,Michelle Rodriguez,1978,
17648,James Purefoy,1964,
17688,Raoul Trujillo,1955,
17696,Kathryn Hahn,1974,
17697,John Krasinski,1979,
17743,Miranda Cosgrove,1993,
17764,Charles S. Dutton,1951,
17772,Jesse Bradford,1979,
17773,Gabrielle Union,1972,
17774,Clare Kramer,1974,
17782,Colm Meaney,1953,
17787,Phyllida Law,1932,
17832,Carla Gugino,1971,
17834,Jake Cherry,1996,
17835,Ricky Gervais,1961,
17838,Rami Malek,1981,
17839,Pierfrancesco Favino,1969,
17840,Charlie Murphy,1959,
17841,Mizuo Peck,1977,
17859,Wendell Pierce,1963,
17866,Jon Abrahams,1977,
17867,Thomas McCarthy,1966,
17874,Fred Thompson,1942,
17881,Jason Schwartzman,1980,
17882,Isabelle Huppert,1953,
17918,Francis Capra,1983,
17920,Kathrine Narducci,1965,
17941,Domenick Lombardozzi,1976,
18041,Oded Fehr,1970,
18050,Elle Fanning,1998,
18052,Nathan Gamble,1998,
18054,Rinko Kikuchi,1981,
18056,Kōji Yakusho,1956,
18067,Rachael Stirling,1977,
18070,Nicky Katt,1970,
18072,Michael Herbig,1968,
18082,Timothy Olyphant,1968,
18153,Birthe Wolter,1981,
18177,André Dussollier,1946,
18182,Olga Kurylenko,1979,
18248,Mary-Louise Parker,1964,
18249,Cicely Tyson,1933,
18262,Richard Riehle,1948,
18269,Brendan Fraser,1968,
18270,Orlando Jones,1968,
18271,Toby Huss,1966,
18277,Sandra Bullock,1964,
18280,Brian McCardie,1965,
18283,Dato Bakhtadze,1966,
18284,Loretta Devine,1949,
18288,Terrence Howard,1969,
18298,Tony Danza,1951,
18307,Daniel Dae Kim,1968,
18313,Michael Rispoli,1960,
18324,Steve Zahn,1967,
18328,Ken Howard,1944,
18352,Patrick Dempsey,1966,
18354,Bridget Moynahan,1971,
18355,Alex Winter,1965,
18364,George Segal,1934,
18461,Nick Chinlund,1961,
18466,Giovanna Zacarías,1976,
18471,Anthony Anderson,1970,
18472,Kevin Corrigan,1969,
18473,James Badge Dale,1978,
18475,Kristen Dalton,1966,
18533,Errol Morris,1948,
18616,David Morrissey,1964,
18658,Mia Kirshner,1975,
18662,Erin Daniels,1972,
18686,Holly Hunter,1958,
18688,Harry Connick Jr.,1967,
18708,Courtney Gains,1965,
18746,Stevie Wonder,1950,
18765,Alexandra Stewart,1939,
18793,Kieran Culkin,1982,
18864,Tom McGrath,1964,
18897,Jackie Chan,1954,
18899,Yuen Woo-Ping,1945,
18916,Kevin J. O'Connor,1963,
18918,Dwayne Johnson,1972,
18947,Katharina M. Schubert,1977,
18950,Sebastian Weber,1976,
18973,Mila Kunis,1983,
18974,Laura Prepon,1980,
18975,Wilmer Valderrama,1980,
18976,Ashton Kutcher,1978,
18977,Ed O'Neill,1946,
18979,Christina Applegate,1971,
18992,Aidan Quinn,1959,
18997,Bryce Dallas Howard,1981,
18998,Rosemary Harris,1927,
18999,J.K. Simmons,1955,
19023,Stephen Mendillo,1942,
19024,Javier Gutiérrez,1971,
19034,Evangeline Lilly,1979,
19062,Michel Duchaussoy,1938,2012
19068,Dominique Blanc,1956,
19116,Aure Atika,1970,
19119,Mélanie Laurent,1983,
19137,Lou Ferrigno,1951,
19146,Ian Ziering,1964,
19151,James Eckhouse,1955,
19152,Dylan Baker,1959,
19159,Thomas Haden Church,1960,
19163,Virginie Ledoyen,1976,
19165,Dominique Frot,1962,
19185,Mario López,1973,
19190,Dennis Haskins,1950,
19195,Alex Frost,1987,
19210,James Van Der Beek,1977,
19227,Brad Beyer,1973,
19234,Eva-Maria Hagen,1934,
19274,Seth Rogen,1982,
19277,Todd Stashwick,1968,
19278,Bill Hader,1978,
19280,Suzanne Ford,1949,
19292,Adam Sandler,1966,
19299,Eamonn Walker,1959,
19303,Kevin Smith,1970,
19360,Léa Drucker,1972,
19363,Dominique Reymond,1957,
19384,Tony Todd,1954,
19392,Jesse L. Martin,1969,
19394,Idina Menzel,1971,
19453,Tom Bower,1938,
19456,Nia Peeples,1961,
19487,Jay Hernandez,1978,
19489,Peter McRobbie,1933,
19492,Viola Davis,1965,
19497,Armando Riesco,1977,
19498,Jon Bernthal,1977,
19505,Mitchell Whitfield,1964,
19506,James Arnold Taylor,1969,
19508,Nolan North,1970,
19511,Larry Pine,1945,
19536,Josh Duhamel,1972,
19537,Megan Fox,1986,
19538,Rachael Taylor,1984,
19540,Peter Cullen,1941,
19546,Michael Bell,1938,
19587,Rumi Hiiragi,1987,
19590,Takashi Naitô,1955,
19646,Mylène Demongeot,1935,
19654,Michael Chiklis,1963,
19655,James D'Arcy,1975,
19728,Mark Harmon,1951,
19729,Katharine Houghton,1945,
19740,Kate Vernon,1961,
19754,Tony Cox,1958,
19767,Snoop Dogg,1971,
19775,James Lance,1975,
19797,Marlee Matlin,1965,
19803,Leonardo Sbaraglia,1970,
19827,Pablo Derqui,1976,
19839,David Paymer,1954,
19857,Kaori Momoi,1952,
19860,Karl Yune,1975,
19866,Guillaume Canet,1973,
19888,Géraldine Pailhas,1971,
19898,Vladimir Kulich,1956,
19901,Clive Russell,1945,
19903,Richard Bremmer,1953,
19907,Belén Rueda,1965,
19923,Hugh Bonneville,1963,
19936,Michèle Moretti,1940,
19957,Wendy Crewson,1956,
19961,Nina Dobrev,1989,
19974,Greg Germann,1958,
19975,Michael Rosenbaum,1972,
19977,Liam Aiken,1990,
19978,Jason Kravits,1967,
19995,Marianne Faithfull,1946,
19996,Kevin Bishop,1980,
19997,Siobhan Hewlett,1983,
20030,Jacques Perrin,1941,
20049,David Tennant,1971,
